;draw_pred;home_pred;away_pred;prediction;label_x;config.;folder;epoch;label_y
2576114;0.26169735193252563;0.3722984492778778;0.36600419878959656;1.0;1.0;51.0;0.0;99.0;Milan - Bologna, 2 - 1
2499872;0.27791517972946167;0.4197712540626526;0.30231353640556335;1.0;0.0;51.0;0.0;99.0;Liverpool - Everton, 1 - 1
2500995;0.25083911418914795;0.3548806607723236;0.39428025484085083;2.0;2.0;51.0;0.0;99.0;Troyes - Nice, 0 - 2
2500865;0.2588600814342499;0.3774401545524597;0.3636997640132904;1.0;1.0;51.0;0.0;99.0;Troyes - Amiens SC, 1 - 0
2576118;0.2511146366596222;0.3495770990848541;0.3993082344532013;2.0;1.0;51.0;0.0;99.0;Udinese - Benevento, 2 - 0
2500010;0.2769850492477417;0.4403357207775116;0.2826792001724243;1.0;1.0;51.0;0.0;99.0;Arsenal - Watford, 3 - 0
2499939;0.25071877241134644;0.46054884791374207;0.2887323200702667;1.0;1.0;51.0;0.0;99.0;AFC Bournemouth - Arsenal, 2 - 1
2499987;0.2533150911331177;0.509335458278656;0.23734943568706512;1.0;1.0;51.0;0.0;99.0;Tottenham Hotspur - Arsenal, 1 - 0
2499940;0.23572087287902832;0.5699668526649475;0.19431224465370178;1.0;0.0;51.0;0.0;99.0;Chelsea - Leicester City, 0 - 0
2501049;0.23842081427574158;0.43476924300193787;0.32680994272232056;1.0;0.0;51.0;0.0;99.0;Guingamp - Olympique Marseille, 3 - 3
2576142;0.2555871307849884;0.43127432465553284;0.3131386637687683;1.0;2.0;51.0;0.0;99.0;Crotone - Napoli, 0 - 1
2576189;0.2564348876476288;0.37392890453338623;0.3696362376213074;1.0;0.0;51.0;0.0;99.0;Crotone - Atalanta, 1 - 1
2576263;0.27145445346832275;0.3779267966747284;0.350618839263916;1.0;2.0;51.0;0.0;99.0;Roma - Fiorentina, 0 - 2
2576095;0.24683699011802673;0.5063381195068359;0.24682492017745972;1.0;0.0;51.0;0.0;99.0;Lazio - Fiorentina, 1 - 1
2500976;0.2709994912147522;0.3687993586063385;0.3602011501789093;1.0;0.0;51.0;0.0;99.0;Amiens SC - Troyes, 1 - 1
2576311;0.2413584142923355;0.362112820148468;0.3965287506580353;2.0;1.0;51.0;0.0;99.0;Juventus - Bologna, 3 - 1
2500891;0.2668875753879547;0.48688003420829773;0.2462323158979416;1.0;1.0;51.0;0.0;99.0;Olympique Marseille - Strasbourg, 2 - 0
2565818;0.2500534951686859;0.4321882426738739;0.3177582025527954;1.0;2.0;51.0;0.0;99.0;Eibar - Real Madrid, 1 - 2
2565910;0.22524268925189972;0.4287065863609314;0.3460506498813629;1.0;1.0;51.0;0.0;99.0;Espanyol - M\u00e1laga, 4 - 1
2500022;0.26211830973625183;0.3694203495979309;0.36846140027046204;1.0;1.0;51.0;0.0;99.0;Leicester City - Arsenal, 3 - 1
2500844;0.27773842215538025;0.4163866639137268;0.3058749735355377;1.0;1.0;51.0;0.0;99.0;Strasbourg - PSG, 2 - 1
2576201;0.26106879115104675;0.36985528469085693;0.3690759539604187;1.0;0.0;51.0;0.0;99.0;Atalanta - Fiorentina, 1 - 1
2516891;0.26924872398376465;0.4334896504878998;0.29726162552833557;1.0;2.0;51.0;0.0;99.0;Stuttgart - Bayern M\u00fcnchen, 0 - 1
2576161;0.25152742862701416;0.3497753441333771;0.39869722723960876;2.0;2.0;51.0;0.0;99.0;Hellas Verona - Crotone, 0 - 3
2500838;0.26905837655067444;0.46441832184791565;0.2665233016014099;1.0;1.0;51.0;0.0;99.0;Lille - Toulouse, 1 - 0
2499859;0.2779296934604645;0.40780359506607056;0.31426674127578735;1.0;0.0;51.0;0.0;99.0;AFC Bournemouth - Southampton, 1 - 1
2500939;0.2552695572376251;0.37286874651908875;0.37186166644096375;1.0;0.0;51.0;0.0;99.0;Lille - Olympique Lyonnais, 2 - 2
2499973;0.3142613470554352;0.3916517198085785;0.29408693313598633;1.0;0.0;51.0;0.0;99.0;Crystal Palace - Newcastle United, 1 - 1
2517042;0.26836127042770386;0.44122976064682007;0.29040905833244324;1.0;1.0;51.0;0.0;99.0;Hamburger SV - Borussia M'gladbach, 2 - 1
2500929;0.2439424991607666;0.40072572231292725;0.3553317189216614;1.0;0.0;51.0;0.0;99.0;Guingamp - Caen, 0 - 0
2501059;0.27710825204849243;0.4261869192123413;0.29670482873916626;1.0;1.0;51.0;0.0;99.0;Olympique Marseille - Amiens SC, 2 - 1
2500095;0.2632792294025421;0.43409642577171326;0.30262425541877747;1.0;2.0;51.0;0.0;99.0;Southampton - Manchester City, 0 - 1
2565658;0.26080772280693054;0.4146077632904053;0.3245844841003418;1.0;2.0;51.0;0.0;99.0;Legan\u00e9s - Barcelona, 0 - 3
2517039;0.25970137119293213;0.37026795744895935;0.3700306713581085;1.0;1.0;51.0;0.0;99.0;Freiburg - Augsburg, 2 - 0
2500936;0.2428731769323349;0.3474166691303253;0.4097101092338562;2.0;0.0;51.0;0.0;99.0;Amiens SC - Toulouse, 0 - 0
2565771;0.21847552061080933;0.46498343348503113;0.31654107570648193;1.0;1.0;51.0;0.0;99.0;Valencia - Levante, 3 - 1
2499883;0.26677414774894714;0.43047499656677246;0.3027507960796356;1.0;1.0;51.0;0.0;99.0;Crystal Palace - Watford, 2 - 1
2516937;0.2738893926143646;0.41008856892585754;0.31602197885513306;1.0;0.0;51.0;0.0;99.0;K\u00f6ln - Hannover 96, 1 - 1
2565669;0.2358635514974594;0.4088803827762604;0.35525602102279663;1.0;2.0;51.0;0.0;99.0;Levante - Atl\u00e9tico Madrid, 0 - 5
