;draw_pred;home_pred;away_pred;prediction;label_x;config.;folder;epoch;label_y
2565863;1.5726147466921248e-05;0.9999529123306274;3.136786835966632e-05;1.0;2.0;63.0;0.0;19.0;Athletic Club - Deportivo La Coru\u00f1a, 2 - 3
2500838;0.1144489124417305;0.8318846821784973;0.05366640165448189;1.0;1.0;63.0;0.0;19.0;Lille - Toulouse, 1 - 0
2576257;0.09629621356725693;0.01463285181671381;0.8890709280967712;2.0;2.0;63.0;0.0;19.0;Cagliari - Torino, 0 - 4
2565859;2.3418530759045098e-07;1.574790786662561e-07;0.9999996423721313;2.0;2.0;63.0;0.0;19.0;Las Palmas - Real Sociedad, 0 - 1
2500811;0.0003365892334841192;0.9988406300544739;0.0008227282087318599;1.0;1.0;63.0;0.0;19.0;Lille - Saint-\u00c9tienne, 3 - 1
2516877;0.6143156290054321;0.31891709566116333;0.06676716357469559;0.0;1.0;63.0;0.0;19.0;Freiburg - Borussia M'gladbach, 1 - 0
2501059;0.0010525052202865481;0.9989063739776611;4.113860632060096e-05;1.0;1.0;63.0;0.0;19.0;Olympique Marseille - Amiens SC, 2 - 1
2576181;0.002461845288053155;0.9789542555809021;0.018583940342068672;1.0;2.0;63.0;0.0;19.0;Bologna - Fiorentina, 1 - 2
2500932;0.07283768802881241;0.9217312335968018;0.005431121215224266;1.0;0.0;63.0;0.0;19.0;Nantes - Lille, 2 - 2
2576295;0.0013184751151129603;0.9968792200088501;0.001802275888621807;1.0;2.0;63.0;0.0;19.0;Juventus - Napoli, 0 - 1
2576270;0.004728539846837521;0.9942293167114258;0.0010421961778774858;1.0;1.0;63.0;0.0;19.0;Genoa - Crotone, 1 - 0
2565693;0.2969246506690979;0.6963673830032349;0.006707896012812853;1.0;1.0;63.0;0.0;19.0;Deportivo La Coru\u00f1a - Legan\u00e9s, 1 - 0
2565746;2.3904043700895272e-05;0.999961256980896;1.4759276382392272e-05;1.0;0.0;63.0;0.0;19.0;Deportivo Alav\u00e9s - Legan\u00e9s, 2 - 2
2565660;0.03351912647485733;0.9000088572502136;0.06647206842899323;1.0;0.0;63.0;0.0;19.0;Athletic Club - Villarreal, 1 - 1
2499987;0.12915129959583282;0.8131048679351807;0.05774382874369621;1.0;1.0;63.0;0.0;19.0;Tottenham Hotspur - Arsenal, 1 - 0
2565855;1.6339226860395684e-08;1.0;7.65854879514194e-10;1.0;1.0;63.0;0.0;19.0;Levante - Las Palmas, 2 - 1
2517034;0.7099569439888;0.0330854207277298;0.2569575905799866;0.0;1.0;63.0;0.0;19.0;Hannover 96 - Hertha BSC, 3 - 1
2565801;5.798894520125941e-08;1.0;2.703947110660465e-08;1.0;1.0;63.0;0.0;19.0;Getafe - Deportivo La Coru\u00f1a, 3 - 0
2576220;0.6336797475814819;0.35216450691223145;0.01415578369051218;0.0;1.0;63.0;0.0;19.0;Genoa - Cagliari, 2 - 1
2576309;0.002254094695672393;0.9975540041923523;0.00019189956947229803;1.0;0.0;63.0;0.0;19.0;Lazio - Atalanta, 1 - 1
2516935;0.0006496731075458229;0.9993288516998291;2.1481106159626506e-05;1.0;1.0;63.0;0.0;19.0;Hannover 96 - Freiburg, 2 - 1
2565758;0.0002841517562046647;0.9994958639144897;0.00021997180010657758;1.0;1.0;63.0;0.0;19.0;Deportivo Alav\u00e9s - Celta de Vigo, 2 - 1
2565815;1.2113382581446785e-05;0.02720455266535282;0.9727832674980164;2.0;1.0;63.0;0.0;19.0;Real Sociedad - Deportivo Alav\u00e9s, 2 - 1
2500976;0.003521016566082835;0.996384859085083;9.412633517058566e-05;1.0;0.0;63.0;0.0;19.0;Amiens SC - Troyes, 1 - 1
2499886;0.047496162354946136;0.019899891689419746;0.9326038956642151;2.0;2.0;63.0;0.0;19.0;Southampton - Leicester City, 1 - 4
2500844;2.943282879641629e-06;3.3342413274795035e-08;0.9999970197677612;2.0;1.0;63.0;0.0;19.0;Strasbourg - PSG, 2 - 1
2565857;0.000304086715914309;0.00032110544270835817;0.9993748068809509;2.0;1.0;63.0;0.0;19.0;Deportivo Alav\u00e9s - Getafe, 2 - 0
2576095;0.0931076928973198;0.9040327072143555;0.0028596685733646154;1.0;0.0;63.0;0.0;19.0;Lazio - Fiorentina, 1 - 1
2499828;3.697974170790985e-05;0.0008545655873604119;0.9991084933280945;2.0;2.0;63.0;0.0;19.0;West Ham United - Liverpool, 1 - 4
2565898;0.0001463936932850629;5.2612995204981416e-05;0.999800980091095;2.0;2.0;63.0;0.0;19.0;Las Palmas - Getafe, 0 - 1
2500853;0.5283414721488953;0.26120930910110474;0.21044927835464478;0.0;2.0;63.0;0.0;19.0;Nantes - Nice, 1 - 2
2576077;1.8325870769331232e-05;0.999981164932251;4.4777010543839424e-07;1.0;1.0;63.0;0.0;19.0;Lazio - Udinese, 3 - 0
2576152;0.0001013386863633059;0.9998961687088013;2.524888714106055e-06;1.0;1.0;63.0;0.0;19.0;Napoli - Hellas Verona, 2 - 0
2500866;0.011599666438996792;0.988129198551178;0.0002711725828703493;1.0;2.0;63.0;0.0;19.0;Amiens SC - Nantes, 0 - 1
2499925;0.000387592677725479;0.9993878602981567;0.00022460291802417487;1.0;0.0;63.0;0.0;19.0;Newcastle United - Brighton & Hove Albion, 0 - 0
2500054;8.953190263127908e-05;1.4672499446533038e-06;0.9999090433120728;2.0;1.0;63.0;0.0;19.0;Newcastle United - Arsenal, 2 - 1
2501049;0.0026000281795859337;0.0011006755521520972;0.9962993264198303;2.0;0.0;63.0;0.0;19.0;Guingamp - Olympique Marseille, 3 - 3
2565785;6.128799157067988e-08;0.9999994039535522;4.4838679968961515e-07;1.0;1.0;63.0;0.0;19.0;Deportivo Alav\u00e9s - Deportivo La Coru\u00f1a, 1 - 0
2500939;5.401375165092759e-05;5.974276973574888e-06;0.999940037727356;2.0;0.0;63.0;0.0;19.0;Lille - Olympique Lyonnais, 2 - 2
2565764;0.006740995217114687;0.9018126726150513;0.0914464220404625;1.0;1.0;63.0;0.0;19.0;Eibar - Sevilla, 5 - 1
2500812;0.004099864512681961;0.9958041310310364;9.603368380339816e-05;1.0;0.0;63.0;0.0;19.0;Olympique Lyonnais - Montpellier, 0 - 0
