;draw_pred;home_pred;away_pred;prediction;label_x;config.;folder;epoch;label_y
2576105;0.13147763907909393;0.6863182187080383;0.18220417201519012;1.0;2.0;9.0;0.0;99.0;Napoli - Juventus, 0 - 1
2500995;0.23485709726810455;0.5327388644218445;0.23240406811237335;1.0;2.0;9.0;0.0;99.0;Troyes - Nice, 0 - 2
2499815;0.035243622958660126;0.963726282119751;0.0010300069116055965;1.0;1.0;9.0;0.0;99.0;Liverpool - Huddersfield Town, 3 - 0
2499859;0.038177505135536194;0.9577763080596924;0.004046107642352581;1.0;0.0;9.0;0.0;99.0;AFC Bournemouth - Southampton, 1 - 1
2576292;0.18843816220760345;0.11619389802217484;0.6953679323196411;2.0;1.0;9.0;0.0;99.0;Sassuolo - Fiorentina, 1 - 0
2565916;0.23549491167068481;0.7387557029724121;0.025749461725354195;1.0;1.0;9.0;0.0;99.0;Real Sociedad - Legan\u00e9s, 3 - 2
2565898;0.14711084961891174;0.2158978134393692;0.6369913816452026;2.0;2.0;9.0;0.0;99.0;Las Palmas - Getafe, 0 - 1
2501000;0.23157547414302826;0.7086344361305237;0.059790149331092834;1.0;0.0;9.0;0.0;99.0;Olympique Marseille - Montpellier, 0 - 0
2565910;0.1681060940027237;0.8264101147651672;0.005483777727931738;1.0;1.0;9.0;0.0;99.0;Espanyol - M\u00e1laga, 4 - 1
2516972;0.22957667708396912;0.5218428373336792;0.24858053028583527;1.0;0.0;9.0;0.0;99.0;Stuttgart - RB Leipzig, 0 - 0
2501006;0.4371894299983978;0.3151400685310364;0.24767053127288818;0.0;0.0;9.0;0.0;99.0;Angers SCO - Nice, 1 - 1
2565801;0.22643354535102844;0.7625513076782227;0.011015181429684162;1.0;1.0;9.0;0.0;99.0;Getafe - Deportivo La Coru\u00f1a, 3 - 0
2516834;0.24417228996753693;0.09888911247253418;0.6569386124610901;2.0;1.0;9.0;0.0;99.0;Eintracht Frankfurt - Werder Bremen, 2 - 1
2501040;0.20515389740467072;0.7812247276306152;0.013621448539197445;1.0;1.0;9.0;0.0;99.0;Olympique Marseille - Nice, 2 - 1
2576215;0.21525563299655914;0.05663148686289787;0.7281128764152527;2.0;2.0;9.0;0.0;99.0;Cagliari - Napoli, 0 - 5
2500936;0.23717837035655975;0.5685266852378845;0.19429495930671692;1.0;0.0;9.0;0.0;99.0;Amiens SC - Toulouse, 0 - 0
2576320;0.252521276473999;0.650267481803894;0.09721123427152634;1.0;2.0;9.0;0.0;99.0;Bologna - Chievo, 1 - 2
2565709;0.21030844748020172;0.723156750202179;0.0665348470211029;1.0;2.0;9.0;0.0;99.0;Deportivo La Coru\u00f1a - Celta de Vigo, 1 - 3
2500838;0.23492754995822906;0.5041736364364624;0.2608988881111145;1.0;1.0;9.0;0.0;99.0;Lille - Toulouse, 1 - 0
2500887;0.2508397400379181;0.6086357831954956;0.1405244767665863;1.0;1.0;9.0;0.0;99.0;Angers SCO - Troyes, 3 - 1
2500097;0.24486570060253143;0.7145905494689941;0.040543798357248306;1.0;1.0;9.0;0.0;99.0;Tottenham Hotspur - Leicester City, 5 - 4
2565776;0.14369551837444305;0.02469140850007534;0.8316131234169006;2.0;2.0;9.0;0.0;99.0;M\u00e1laga - Atl\u00e9tico Madrid, 0 - 1
2565907;0.1878139078617096;0.7929014563560486;0.019284619018435478;1.0;0.0;9.0;0.0;99.0;Barcelona - Real Madrid, 2 - 2
2500932;0.2519586682319641;0.6817328333854675;0.06630852073431015;1.0;0.0;9.0;0.0;99.0;Nantes - Lille, 2 - 2
2516965;0.22077912092208862;0.6987457871437073;0.08047500997781754;1.0;1.0;9.0;0.0;99.0;Borussia Dortmund - Eintracht Frankfurt, 3 - 2
2516871;0.27966049313545227;0.3536885678768158;0.36665093898773193;2.0;0.0;9.0;0.0;99.0;Hamburger SV - Wolfsburg, 0 - 0
2565809;0.06180419772863388;0.7464563846588135;0.19173946976661682;1.0;2.0;9.0;0.0;99.0;Villarreal - Girona, 0 - 2
2565669;0.2723080515861511;0.2207530289888382;0.5069388747215271;2.0;2.0;9.0;0.0;99.0;Levante - Atl\u00e9tico Madrid, 0 - 5
2565693;0.2047411948442459;0.78703773021698;0.008221104741096497;1.0;1.0;9.0;0.0;99.0;Deportivo La Coru\u00f1a - Legan\u00e9s, 1 - 0
2499883;0.24182948470115662;0.6274697780609131;0.13070079684257507;1.0;1.0;9.0;0.0;99.0;Crystal Palace - Watford, 2 - 1
2565764;0.21501868963241577;0.6328898668289185;0.15209147334098816;1.0;1.0;9.0;0.0;99.0;Eibar - Sevilla, 5 - 1
2565653;0.02313534915447235;0.9731427431106567;0.003721828805282712;1.0;1.0;9.0;0.0;99.0;Barcelona - Sevilla, 2 - 1
2576295;0.23035676777362823;0.5207937955856323;0.24884943664073944;1.0;2.0;9.0;0.0;99.0;Juventus - Napoli, 0 - 1
2516832;0.27028167247772217;0.19623896479606628;0.5334793925285339;2.0;2.0;9.0;0.0;99.0;Freiburg - Schalke 04, 0 - 1
2517013;0.2953803241252899;0.6063249707221985;0.09829475730657578;1.0;2.0;9.0;0.0;99.0;Eintracht Frankfurt - Hertha BSC, 0 - 3
2500010;0.15033605694770813;0.7488369941711426;0.10082700848579407;1.0;1.0;9.0;0.0;99.0;Arsenal - Watford, 3 - 0
2501025;0.3577985167503357;0.29621800780296326;0.34598347544670105;0.0;1.0;9.0;0.0;99.0;Toulouse - Angers SCO, 2 - 0
2517003;0.3707989454269409;0.3342215418815613;0.2949795126914978;0.0;0.0;9.0;0.0;99.0;Werder Bremen - RB Leipzig, 1 - 1
2516877;0.2477903515100479;0.452365517616272;0.29984423518180847;1.0;1.0;9.0;0.0;99.0;Freiburg - Borussia M'gladbach, 1 - 0
2576318;0.042812857776880264;0.9504876732826233;0.006699478253722191;1.0;0.0;9.0;0.0;99.0;Napoli - Torino, 2 - 2
2516920;0.23610420525074005;0.46300971508026123;0.3008861243724823;1.0;0.0;9.0;0.0;99.0;Hertha BSC - Hoffenheim, 1 - 1
2565651;0.1763991117477417;0.790206789970398;0.03339409455657005;1.0;1.0;9.0;0.0;99.0;Deportivo Alav\u00e9s - Espanyol, 1 - 0
2517025;0.2721827030181885;0.28748825192451477;0.44032904505729675;2.0;1.0;9.0;0.0;99.0;Mainz 05 - RB Leipzig, 3 - 0
