;draw_pred;home_pred;away_pred;prediction;label_x;config.;folder;epoch;label_y
2576105;0.31753912568092346;0.34676262736320496;0.33569830656051636;1.0;2.0;58.0;0.0;99.0;Napoli - Juventus, 0 - 1
2500995;0.31818127632141113;0.3501417636871338;0.33167701959609985;1.0;2.0;58.0;0.0;99.0;Troyes - Nice, 0 - 2
2499815;0.3141384720802307;0.3469139337539673;0.338947594165802;1.0;1.0;58.0;0.0;99.0;Liverpool - Huddersfield Town, 3 - 0
2499859;0.315899133682251;0.34610822796821594;0.3379925787448883;1.0;0.0;58.0;0.0;99.0;AFC Bournemouth - Southampton, 1 - 1
2576292;0.3165736496448517;0.34940412640571594;0.33402225375175476;1.0;1.0;58.0;0.0;99.0;Sassuolo - Fiorentina, 1 - 0
2565916;0.31603559851646423;0.34877273440361023;0.33519160747528076;1.0;1.0;58.0;0.0;99.0;Real Sociedad - Legan\u00e9s, 3 - 2
2565898;0.3129633963108063;0.356486439704895;0.33055010437965393;1.0;2.0;58.0;0.0;99.0;Las Palmas - Getafe, 0 - 1
2501000;0.31594595313072205;0.3505096137523651;0.33354440331459045;1.0;0.0;58.0;0.0;99.0;Olympique Marseille - Montpellier, 0 - 0
2565910;0.31336715817451477;0.3502655625343323;0.33636730909347534;1.0;1.0;58.0;0.0;99.0;Espanyol - M\u00e1laga, 4 - 1
2516972;0.3182077407836914;0.3491761088371277;0.3326161801815033;1.0;0.0;58.0;0.0;99.0;Stuttgart - RB Leipzig, 0 - 0
2501006;0.3175264298915863;0.3499894440174103;0.33248409628868103;1.0;0.0;58.0;0.0;99.0;Angers SCO - Nice, 1 - 1
2565801;0.3177590072154999;0.3489883840084076;0.33325257897377014;1.0;1.0;58.0;0.0;99.0;Getafe - Deportivo La Coru\u00f1a, 3 - 0
2516834;0.31560999155044556;0.3505585193634033;0.33383145928382874;1.0;1.0;58.0;0.0;99.0;Eintracht Frankfurt - Werder Bremen, 2 - 1
2501040;0.3144102692604065;0.34994497895240784;0.33564478158950806;1.0;1.0;58.0;0.0;99.0;Olympique Marseille - Nice, 2 - 1
2576215;0.3143993616104126;0.35485562682151794;0.33074501156806946;1.0;2.0;58.0;0.0;99.0;Cagliari - Napoli, 0 - 5
2500936;0.31812602281570435;0.3504886031150818;0.33138540387153625;1.0;0.0;58.0;0.0;99.0;Amiens SC - Toulouse, 0 - 0
2576320;0.31790393590927124;0.3472110629081726;0.3348850607872009;1.0;2.0;58.0;0.0;99.0;Bologna - Chievo, 1 - 2
2565709;0.3128817677497864;0.35272061824798584;0.334397554397583;1.0;2.0;58.0;0.0;99.0;Deportivo La Coru\u00f1a - Celta de Vigo, 1 - 3
2500838;0.31736990809440613;0.3477594256401062;0.33487066626548767;1.0;1.0;58.0;0.0;99.0;Lille - Toulouse, 1 - 0
2500887;0.3171482980251312;0.34774401783943176;0.3351077139377594;1.0;1.0;58.0;0.0;99.0;Angers SCO - Troyes, 3 - 1
2500097;0.3192894458770752;0.34853172302246094;0.33217886090278625;1.0;1.0;58.0;0.0;99.0;Tottenham Hotspur - Leicester City, 5 - 4
2565776;0.31411248445510864;0.35335874557495117;0.3325287401676178;1.0;2.0;58.0;0.0;99.0;M\u00e1laga - Atl\u00e9tico Madrid, 0 - 1
2565907;0.3160583972930908;0.3497048020362854;0.33423683047294617;1.0;0.0;58.0;0.0;99.0;Barcelona - Real Madrid, 2 - 2
2500932;0.3140735924243927;0.34962788224220276;0.33629849553108215;1.0;0.0;58.0;0.0;99.0;Nantes - Lille, 2 - 2
2516965;0.3170596957206726;0.3481440842151642;0.33479630947113037;1.0;1.0;58.0;0.0;99.0;Borussia Dortmund - Eintracht Frankfurt, 3 - 2
2516871;0.3183291256427765;0.34672901034355164;0.3349417746067047;1.0;0.0;58.0;0.0;99.0;Hamburger SV - Wolfsburg, 0 - 0
2565809;0.31335166096687317;0.3494957387447357;0.3371526002883911;1.0;2.0;58.0;0.0;99.0;Villarreal - Girona, 0 - 2
2565669;0.3154803514480591;0.3538491427898407;0.3306705057621002;1.0;2.0;58.0;0.0;99.0;Levante - Atl\u00e9tico Madrid, 0 - 5
2565693;0.3128025233745575;0.3532785475254059;0.3339189291000366;1.0;1.0;58.0;0.0;99.0;Deportivo La Coru\u00f1a - Legan\u00e9s, 1 - 0
2499883;0.31529712677001953;0.3495427370071411;0.33516016602516174;1.0;1.0;58.0;0.0;99.0;Crystal Palace - Watford, 2 - 1
